message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.887374937";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.884767269";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.882625965";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.871978575";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.869266909";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.866029975";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.855493822";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.852758349";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.850332161";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.839940495";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.837214998";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.834510239";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.823480883";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.820736690";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.818516878";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.808032301";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.805190155";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.802643399";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.791582262";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.788750290";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.785869741";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.776076478";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.773187776";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.770205669";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.759645797";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.756581950";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.754462028";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.744109064";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.740985830";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.738510890";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.727541271";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.725321988";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.722640921";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.712026721";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.708713068";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.705867272";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.695490884";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.693102322";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.690290521";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.679920814";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.676562500";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.674388874";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.663477640";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.660957490";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.658671281";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.648007914";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.645384986";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.642084894";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.631496692";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.628808931";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.626446141";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.616041421";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.613306519";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.609928539";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.600436212";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.596780393";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.594425819";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.583762177";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.581254085";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.578462409";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.568291351";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.565735078";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.561721638";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.551771583";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.548662965";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.546054664";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.536330586";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.533125528";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.530202140";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.519837238";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.516625669";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.514621888";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.504345771";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.501128054";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.498331111";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.487795707";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.485478244";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.481685436";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.471369878";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.468769709";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.466165134";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.455941316";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.453192292";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.450343865";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.439448076";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.437615207";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.434631350";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.423923426";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.420887674";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.418008489";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.408327135";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.405354277";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.402484450";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.391805925";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.388785935";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.386716697";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.376230381";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.373028333";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.370034214";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.359590640";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.357484982";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.354254567";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.344031390";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.340977413";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.338537456";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.327572785";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.325442213";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.321962013";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.311847088";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.308857972";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.306065918";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.296292458";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.293267561";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.290233885";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.279758776";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.276676686";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.274819658";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.264234901";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.261207580";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.257909392";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.247708973";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.244620365";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.242041250";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.232297879";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.229118923";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.226295347";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.215838587";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.212592327";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim1.sim";"1759762651.210467980";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim3.sim";"1759762651.199401309";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.016884, y=11.116073])";"30";"turtlesim2.sim";"1759762651.196993728";"/home/ivan/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
